source	title	description	url	publishedAt	content	coder 1	movie 1	topic 1	coder 2	movie 2	topic 2	Flag for checks		resolution movie	resolution topic	final movie	final topic
The A.V. Club	Napoleon review: Ridley Scott delivers a dynamite biopic	Outside of military colleges, where his strategic acumen is still lauded, many present-day folks might only have a loose sense of Napoleon Bonaparte, with a bicorne hat and hand tucked in his jacket, as a man of short stature and shorter temper. Director Ridl…	https://www.avclub.com/napoleon-movie-review-ridley-scott-joaquin-phoenix-1851025868	2023-11-21T14:00:00Z	Outside of military colleges, where his strategic acumen is still lauded, many present-day folks might only have a loose sense of Napoleon Bonaparte, with a bicorne hat and hand tucked in his jacket,… [+6899 chars]	Nolin	Napoleon	Plot	Michael	Napoleon	Plot	*				Napoleon	Plot
Screen Rant	Where To Watch Godzilla Minus One: Showtimes & Streaming Status	Godzilla Minus One is the latest movie from Toho, and there are different options to watch the movie in theaters or at home on streaming.	https://screenrant.com/where-to-watch-godzilla-minus-one-showtimes-streaming/	2023-11-30T16:50:13Z	Summary <ul><li> Godzilla Minus One is a new Toho monster movie that brings the King of the Monsters back as an antagonistic presence terrorizing Japan after World War II. </li><li> The film holds n… [+3731 chars]	Nolin	Godzilla	Streaming	Michael	Godzilla	Streaming					Godzilla	Streaming
IndieWire	‘May December’ Is Down to #9 on Netflix After Three Days, While 2018 Gerard Butler Thriller ‘Hunter Killer’ Is #4	"Oppenheimer" is still number one on the PVOD charts.	https://www.indiewire.com/news/box-office/streaming-charts-may-december-netflix-1234931835/	2023-12-04T23:30:00Z	Remember “Hunter Killer”? To jog your memory, it was a 2018 Lionsgate release starring Gerard Butler and Gary Oldman in a story about the U.S. Navy rescuing a kidnapped Russian president. It eked ou… [+6558 chars]	Nolin	KOTFM	Box	Michael	NM		*		NM		NM	
Mental Floss	11 Facts About Joséphine de Beauharnais	Ahead of the release of Ridley Scott’s biopic, ‘Napoleon,’ here are 11 facts about the woman who once stood in the emperor’s shadow.	https://www.mentalfloss.com/posts/josephine-de-beauharnais-napoleon-facts	2023-11-16T23:00:01Z	Joséphine de Beauharnais and Napoleon Bonapartes relationship is the stuff of legends. But before they met, de Beauharnais experienced significant hardship. Even after she married Napoleonher second … [+7309 chars]	Nolin	Napoleon	NR	Michael	Napoleon	NR	*				Napoleon	NR
The A.V. Club	The Marvels is headed for one of the MCU's all-time worst box office openings	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, it’s hard to deny that the franchise’s financial issues are becoming more obvious by the week. That’s come into especially tight focus this week, with the release of Nia…	https://www.avclub.com/the-marvels-is-headed-for-one-of-the-mcus-all-time-wors-1851014431	2023-11-11T20:21:00Z	Whatever your feelings about the current creative state of the Marvel Cinematic Universe, its hard to deny that the franchises financial issues are becoming more obvious by the week. Thats come into … [+1884 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
Cartoon Brew	‘Trolls Band Together’ Fires Up Box Office With $30 Million Opening Weekend Haul	'Trolls Band Together' delivered the best U.S. weekend for an animated film since the second weekend of 'Spider-Man: Across the Spider-Verse' all the way back in early June.	https://www.cartoonbrew.com/box-office-report/trolls-band-together-fires-up-30-million-opening-weekend-haul-235046.html	2023-11-20T07:19:11Z	Universal and Dreamworks Animations Trolls Band Together, the third installment in the toy-derived franchise, has delivered the best U.S. weekend for an animated film since the second weekend of Spid… [+2399 chars]	Nolin	Trolls	Box	Michael	Trolls	Box					Trolls	Box
The A.V. Club	Bob Iger throws Nia DaCosta under the bus, says The Marvels needed more “supervision” from execs	Marvel’s The Marvels stands as the biggest box office flop in the history of the MCU, having made less than $80 million domestically since it came out about a month ago, and while star Iman Vellani doesn’t care and is happy with the work she did, others are d…	https://www.avclub.com/bob-iger-the-marvels-supervision-execs-1851062343	2023-11-30T19:06:00Z	Marvels The Marvelsstands as the biggest box office flop in the history of the MCU, having made less than $80 million domestically since it came out about a month ago, and while star Iman Vellani doe… [+1493 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
Deadline	Danielle Brooks, Colman Domingo, America Ferrera, Andrew Scott Join Santa Barbara Film Festival Virtuosos Award List	The Santa Barbara Film Festival on Tuesday rounded out the list of recipients for its Virtuosos Award, its annual honor recognizing noteworthy performances in films this season. It marks the latest awards announcement from SBIFF, which has become a must-stop …	https://deadline.com/2023/12/santa-barbara-film-festival-2024-award-winners-list-1235652802/	2023-12-05T19:14:11Z	The Santa Barbara Film Festival on Tuesday rounded out the list of recipients for its Virtuosos Award, its annual honor recognizing noteworthy performances in films this season. It marks the latest a… [+1586 chars]	Nolin	NM		Michael	NM						NM	
Vulture	MCU Drafters Take a Marv-‘L’	An update in the Movies Fantasy League standings include box office implications from ‘The Marvels’ and ‘The Holdovers,’ plus, a deep dive into a very special mini-league: AllOfUsGarys!	http://www.vulture.com/2023/11/mcu-the-marvels-the-holdovers-box-office-movies-fantasy-league.html	2023-11-14T17:00:19Z	This is the latest edition of the Movies Fantasy League newsletter. The drafting window for this season has closed, but you can still sign up to get the newsletter, which provides a weekly recap of b… [+7666 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
Page Six	Adriana Lima claps back at ‘concern’ over her looks on ‘Hunger Games’ red carpet	The former Victoria's Secret model was hit with "cruel" comments about her face after she walked the red carpet for the premiere of “The Hunger Games: The Ballad of Songbirds & Snakes" Tuesday.	https://pagesix.com/2023/11/15/celebrity-news/adriana-lima-claps-back-at-concern-over-her-looks-on-hunger-games-red-carpet/	2023-11-16T01:20:43Z	Adriana Lima won’t let the haters have the last word. The former Victoria’s Secret model took to her Instagram Story Wednesday to respond to critics suggesting she underwent a “facelift.”  “The fac… [+2165 chars]	Nolin	HG	NR	Michael	HG	Promo	*		HG	NR	HG	NR
/FILM	Napoleon Ending Explained: The French Mistake	Let&amp;#39;s put on our bicorne spoiler hats and look at the ending of Ridley Scott&amp;#39;s historical epic Napoleon, starring Joaquin Phoenix and Vanessa Kirby.	https://www.slashfilm.com/1452810/napoleon-ending-explained/	2023-11-22T12:00:00Z	Like so many problematic figures of history and fiction, Napoleon (like Marie at the beginning of the film) comes to an ignoble end. Instead of dying a hero or with honor on the battlefield, he's kep… [+1934 chars]	Nolin	Napoleon	Plot	Michael	Napoleon	Plot					Napoleon	Plot
Screen Rant	Napoleon Box Office Stumbles, Falls Right Off The Chart In Week 2	Ridley Scott's new historical epic Napoleon, starring Joaquin Phoenix, takes a dive at the domestic box office during its second weekend.	https://screenrant.com/napoleon-box-office-second-weekend-update/	2023-12-03T16:38:16Z	Summary <ul><li> Napoleon's box office reign faces a dramatic collapse, with a staggering 66% drop in its second weekend, securing the 6th spot on the domestic chart. </li><li> Despite initially cla… [+2675 chars]	Nolin	Napoleon	Box	Michael	Napoleon	Box					Napoleon	Box
HYPEBEAST	Ridley Scott's 'Napoleon' Looking to Open With $70 Million USD	Ridley Scott’s Napoleon is eyeing at least $70 million USD for its global opening.According to reports, the Joaquin Phoenix-led title has earned around $21 million USD as of November 23 and could debut with somewhere between $70 million USD and $73 million US…	https://hypebeast.com/2023/11/ridley-scott-joaquin-phoenix-napoleon-weekend-box-office-projections	2023-11-25T09:02:22Z	Ridley Scotts Napoleon is eyeing at least $70 million USD for its global opening. According to reports, the Joaquin Phoenix-led title has earned around $21 million USD as of November 23 and could de… [+815 chars]	Nolin	Napoleon	Box	Michael	Napoleon	Box					Napoleon	Box
Thechive.com	“Godzilla Minus One” Review: One of the best of its kind, plus more (10 GIFs and Photos)	See the full gallery on thechive.com	https://thechive.com/entertainment/movies/godzilla-minus-one-review-one-of-the-best-of-its-kind-plus-more-10-gifs-and-photos/	2023-11-30T20:45:00Z	Theres a broad perception of giant monster movies having a fatal flaw of sorts. Its not always the case, but the genre is oftentimes lousy with its human stories and characters, unable to conjure the… [+903 chars]	Nolin	Godzilla	Plot	Michael	Godzilla	Plot					Godzilla	Plot
Forbes	‘Five Nights At Freddy’s’ Has Now Outgrossed ‘The Flash’ Globally	Five Nights at Freddy’s has now outgrossed The Flash’s worldwide box office, hitting $271 million to The Flash’s $270 million.	https://www.forbes.com/sites/paultassi/2023/11/20/five-nights-at-freddys-has-now-outgrossed-the-flash-globally/	2023-11-20T13:42:07Z	Five Nights at Freddy's Universal If Barbie and Oppenheimer werent enough to show you that 2023 is the generally year of the not superhero movies, perhaps this new item will change your mind. That … [+2273 chars]	Nolin	FNAF	Box	Michael	FNAF	Box					FNAF	Box
Vulture	Killers of the Flower Moon Turns Out to Be the Simplest, Slipperiest of Things	The adaptation of David Grann’s nonfiction book of the same name is not Martin Scorsese’s western, and it’s not another gangster epic. The movie, starring Leonardo DiCaprio and Lily Gladstone, is Scorsese’s marriage story.	http://www.vulture.com/article/killers-of-the-flower-moon-is-the-slipperiest-of-things.html	2023-12-05T14:00:00Z	This review was originally published in May out of the Cannes Film Festival. We are recirculating it now timed to Killers of the Flower Moons digital release. The early scenes of Martin Scorseses Ki… [+5863 chars]	Nolin	KOTFM	Plot	Michael	KOTFM	Plot	Duplicate				KOTFM	Plot
Vulture	Killers of the Flower Moon Turns Out to Be the Simplest, Slipperiest of Things	The adaptation of David Grann’s nonfiction book of the same name is not Martin Scorsese’s western, and it’s not another gangster epic. The movie, starring Leonardo DiCaprio and Lily Gladstone, is Scorsese’s marriage story.	http://www.vulture.com/2023/12/killers-of-the-flower-moon-is-the-slipperiest-of-things.html	2023-12-05T14:00:00Z	This review was originally published in May out of the Cannes Film Festival. We are recirculating it now timed to Killers of the Flower Moons digital release. The early scenes of Martin Scorseses Ki… [+5872 chars]	Nolin	KOTFM	Plot	Michael	KOTFM	Plot	Duplicate				KOTFM	Plot
Screen Rant	The Marvels Box Office Plummets, Breaking Another Unfortunate MCU Record	The new MCU sequel The Marvels struggles to maintain a foothold at the domestic box office, breaking another negative franchise record.	https://screenrant.com/the-marvels-box-office-week-3-rank-mcu-record/	2023-11-25T20:34:27Z	Summary <ul><li> The Marvels, the latest MCU film, is struggling at the box office, having the lowest opening weekend and steepest week 2 drop in the franchise's history. </li><li> In its third week… [+3094 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
Dark Horizons	Beyonce, Godzilla Conquer The Box-Office	Beyonce’s concert film “Renaissance: A Film by Beyonce” is set to top the box-office with the biggest early December opening since the Tom Cruise-led “The Last Samurai” made $24.3 million back in 2003. The film is reportedly on track to earn $21-24 million in…	https://www.darkhorizons.com/beyonce-godzilla-conquer-the-box-office/	2023-12-02T19:18:38Z	Beyonce’s concert film “Renaissance: A Film by Beyonce” is set to top the box-office with the biggest early December opening since the Tom Cruise-led “The Last Samurai” made $24.3 million back in 200… [+2021 chars]	Nolin	Renaissance	Box	Michael	Renaissance	Box	Missing minus one				Renaissance	Box
Vulture	White Empathy Gets You Only So Far in Killers of the Flower Moon	Lily Gladstone gives a staggering performance as Mollie in ‘Killers of the Flower Moon,’ but Martin Scorsese’s script is too stuck at the pitch of awe to interrogate her humanity. White empathy gets you only so far.	http://www.vulture.com/article/white-empathy-in-killers-of-the-flower-moon.html	2023-11-22T13:00:49Z	Lily Gladstones impervious, withholding face: This is the richest terrain in Martin Scorseses Killers of the Flower Moon, a crime epic in western drag. Not the dust-riddled, mud-caked land of 1920s O… [+13518 chars]	Nolin	KOTFM	Plot	Michael	KOTFM	Plot					KOTFM	Plot
TMZ	Disney's Latest Movie, 'Wish,' Flops Over Thanksgiving Weekend	Another miss from Disney at the box office -- the studio's latest original animated movie bombed with moviegoers over the holiday break ... marking just the latest flop for 'em. Of course, we're talking about 'Wish' ... with Ariana DeBose as the…	https://www.tmz.com/2023/11/26/disney-new-animated-movie-wish-flop-bomb-thanksgiving-box-office/	2023-11-26T18:46:36Z	Another miss from Disney at the box office -- the studio's latest original animated movie bombed with moviegoers over the holiday break ... marking just the latest flop for 'em. Of course, we're tal… [+1514 chars]	Nolin	Wish	Box	Michael	Wish	Box					Wish	Box
Screen Rant	Godzilla Minus One Interview: Director Takashi Yamazaki & Star Ryunosuke Kamiki On Their Ambitious Monster Reboot	Godzilla Minus One writer/director Takashi Yamazaki &amp; star Ryunosuke Kamiki talk their ambitious monster reboot and the franchise's legacy.	https://screenrant.com/godzilla-minus-one-director-takashi-yamazaki-star-ryunosuke-kamiki-interview/	2023-12-01T22:00:23Z	Summary <ul><li>Godzilla Minus One takes audiences back to the monster's roots in post-WWII Japan, where civilians must fight Godzilla without government aid. </li><li> The film explores the persona… [+5943 chars]	Nolin	Godzilla	Promo	Michael	Godzilla	Promo					Godzilla	Promo
Superpunch.net	Godzilla Minus One brushwork	今年の漢字リーク #ゴジラマイナスワン #GodzillaMinusOne pic.twitter.com/M8hjmrHcgk — そうぎゃ (@sawgya) December 2, 2023	https://www.superpunch.net/2023/12/godzilla-minus-one-brushwork.html	2023-12-03T04:43:00Z	Sign up for the newsletter As an Amazon Associate I earn from qualifying purchases. Please support Super Punch by following the affiliate links and buying from Amazon and eBay. This site also uses t… [+82 chars]	Nolin	Godzilla	Prod	Michael	Godzilla	Prod	*				Godzilla	Prod
Forbes	Critic Ranks All 34 Live-Action ‘Godzilla’ Movies From Worst To Best	WIth 69 years of giant monster moviemaking, Godzilla is the longest-running continuous movie franchise of all time — some good, some great, and some almost unwatchable.	https://www.forbes.com/sites/markhughes/2023/12/09/critic-ranks-all-34-live-action-godzilla-movies-from-worst-to-best/	2023-12-09T18:09:30Z	Godzilla Minus One is the #1 movie at the domestic box office, taking the top spot on box office charts for most of this week, after debuting at #3 last weekend behind Renaissance: A Film by Beyoncé … [+8888 chars]	Nolin	Godzilla, Renaissance	Box	Michael	Godzilla	Plot	ranking movies		Godzilla, Renaissance	Plot	Godzilla, Renaissance	Plot
BBC News	The Marvels: Superhero movie bombs with lowest MCU box office debut	"This opening is an unprecedented Marvel box office collapse," says box office analyst David A Gross.	https://www.bbc.co.uk/news/entertainment-arts-67401772	2023-11-13T10:11:02Z	Superhero film The Marvels made just $47m (£38m) in its first weekend, in the US, making it the Marvel Cinematic Universe's lowest opening. In contrast, Avengers: Endgame made box office history in … [+2795 chars]	Nolin	Marvels	Box	Michael	Marvels	Box					Marvels	Box
Forbes	Robert De Niro Claims Anti-Trump Speech Was Censored At Award Show	De Niro said a speech was edited without his knowledge to cut criticism of former President Donald Trump.	https://www.forbes.com/sites/anafaguy/2023/11/28/robert-de-niro-claims-anti-trump-speech-was-censored-at-award-show/	2023-11-28T15:16:56Z	Actor Robert De Niro claimed a speech he gave Monday night at the Gotham Awards was edited without his knowledge, cutting criticism the outspoken actor planned to make about former President Donald T… [+2429 chars]	Nolin	NM		Michael	KOTFM	NR			NM		NM	
tomandlorenzo.com	Viola Davis in Oscar de la Renta at the THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES Los Angeles Premiere	The strike is over, Viola Davis is back on the red carpet in sequins, and all seems right with the world. The star of The Hunger Games: The Ballad of Songbirds & Snakes hit the LA premiere in a look that embodied no-fuss glamour:   It’s bold, it’s sparkly, an…	https://tomandlorenzo.com/2023/11/viola-davis-in-oscar-de-la-renta-at-the-the-hunger-games-the-ballad-of-songbirds-and-snakes-los-angeles-premiere/	2023-11-14T15:35:01Z	Archives:  Select  November 2023   October 2023   September 2023   August 2023   July 2023   June 2023   May 2023   April 2023   March 2023   February 2023   January 2023   December 2022… [+3035 chars]	Nolin	HG	Promo	Michael	HG	Promo					HG	Promo
Dark Horizons	Oscars Set Top 20 VFX Contenders	Twenty contenders for the visual effects Oscar have been revealed with the titles on their way to the next round of voting. That round will run from late next week with the twenty list shortened to ten which will be revealed on December 21st. The final five n…	https://www.darkhorizons.com/oscars-set-top-20-vfx-contenders/	2023-12-07T22:57:46Z	Twenty contenders for the visual effects Oscar have been revealed with the titles on their way to the next round of voting. That round will run from late next week with the twenty list shortened to … [+1259 chars]	Nolin	NM		Michael	NM						NM	
tomandlorenzo.com	Style File: Hunter Schafer Promotes THE HUNGER GAMES: THE BALLAD OF SONGBIRDS AND SNAKES in New York	We gave her co-star Rachel Zegler a Style File post yesterday, so it’s only fair that The Hunger Games: The Ballad of Songbirds & Snakes star Hunter Schafer gets a little style shoutout from us, especially since she has not been failing to serve up interestin…	https://tomandlorenzo.com/2023/11/style-file-hunter-schafer-promotes-the-hunger-games-the-ballad-of-songbirds-and-snakes-in-new-york/	2023-11-17T23:20:06Z	Archives:  Select  November 2023   October 2023   September 2023   August 2023   July 2023   June 2023   May 2023   April 2023   March 2023   February 2023   January 2023   December 2022… [+3035 chars]	Juan	HG	Promo	Nolin	HG	Promo					HG	Promo
/FILM	We're Living In A Golden Age Of Godzilla And Every Fan Should Celebrate	Whatever flavor of Godzilla you prefer, there is something for all the King of the Monster&amp;#39;s fans to appreciate right now.	https://www.slashfilm.com/1463224/were-living-golden-age-godzilla/	2023-12-06T13:00:43Z	In both cases, one can scroll through social media and see plenty of enthusiastic reactions from fans. Some express awe at the sheer filmmaking on display in "Minus One," while others clap their hand… [+1843 chars]	Juan	Godzilla	Plot	Nolin	Godzilla	Promo	*		Godzilla	Promo	Godzilla	Promo
HuffPost	'The Marvels' Suffers 'Unprecedented Box Office Collapse'	The superhero movie may have encountered a new villain at the box office: genre fatigue.	https://www.huffpost.com/entry/marvels-box-office-collapse_n_655230f3e4b0373d70b305ce	2023-11-13T14:49:59Z	Since 2008s Iron Man, the Marvel machine has been one of the most unstoppable forces in box-office history. Now, though, that aura of invincibility is showing signs of wear and tear. The superhero fa… [+4590 chars]	Juan	Marvels	Box	Nolin	Marvels	Box					Marvels	Box
Los Angeles Times	Review: In 'Godzilla Minus One,' a sizzling nuclear horror reemerges from the deep in earnest	Japan's Toho Studios, originators of the original 'Godzilla,' produce a satisfying update, modernized by new FX technologies but set in the post-WWII period.	https://www.latimes.com/entertainment-arts/movies/story/2023-11-30/godzilla-minus-one-review-toho-takashi-yamazaki	2023-12-01T01:42:13Z	Back in 1954, just nine years after the atomic bombings of Hiroshima and Nagasaki, Japanese filmmaker Ishir Honda and special effects designer Eiji Tsuburaya dreamed up a giant dinosaur-like creature… [+3870 chars]	Juan	Godzilla	Plot	Nolin	Godzilla	Plot					Godzilla	Plot
Teen Vogue	Hunter Schafer Embraced the Exposed Bra Trend With a Hunger Games Reference — See Photos	Hunter Schafer continues to stand out on the The Hunger Games: The Ballad of Songbirds & Snakes press tour. Her latest look pays homage to the original series.	https://www.teenvogue.com/story/hunter-schafer-the-hunger-games-the-ballad-of-songbirds-and-snakes-london-premiere	2023-11-10T15:11:53Z	Hunter Schafer continues to stand out on the The Hunger Games: The Ballad of Songbirds &amp; Snakes press tour. The 24-year-old Euphoria star is currently promoting her latest role in The Hunger Gam… [+1021 chars]	Juan	HG	Promo	Nolin	HG	Promo	*				HG	Promo
/FILM	The Marvels Star Iman Vellani Made An Adorable 'Mortal Enemy' On Set [Exclusive]	Iman Vellani plays the superhero Ms. Marvel in The Marvels, but her real arch-nemesis is one of her adorable co-stars.	https://www.slashfilm.com/1447093/the-marvels-star-iman-vellani-adorable-mortal-enemy-exclusive/	2023-11-15T22:00:00Z	But, first, yes, those were real kittens on set, and, yes, they were indeed distracting to their bipedal counterparts. Vellani even recalled that actor Mohan Kapur, who plays Kamala's dad, Yusuf, was… [+1437 chars]	Juan	Marvels	Promo	Nolin	Marvels	Prod	*		Marvels	Prod	Marvels	Prod
/FILM	The Marvels Box Office Was Even Worse Than Expected – What The Heck Happened?	The Marvels, the latest film in the ongoing Marvel Cinematic Universe, significantly stumbled in its opening weekend, marking the worst MCU opening ever.	https://www.slashfilm.com/1445357/the-marvels-box-office-worse-than-expected-what-happened/	2023-11-13T18:00:13Z	It should have been a big weekend at the box office as "The Marvels," the latest entry in the Marvel Cinematic Universe, arrived in theaters. This wasn't just any entry in the multi-billion-dollar fr… [+1493 chars]	Juan	Marvels	Box	Nolin	Marvels	Box					Marvels	Box
/FILM	The Marvels Heads For $47-52 Million Opening Weekend, A Historic Low For The MCU	The Marvels is projected to set an unenviable record for the Marvel Cinematic Universe, with the lowest opening weekend in the franchise&amp;#39;s history.	https://www.slashfilm.com/1444499/the-marvels-box-office-opening-weekend-lowest-mcu/	2023-11-11T17:10:40Z	For about a decade or so, Marvel Cinematic Universe movies were such a solid bet at the box office that a sequel grossing "only" $644 million was considered a low point. But following the departure o… [+1621 chars]	Juan	Marvels	Box	Nolin	Marvels	Box					Marvels	Box
/FILM	The Marvels To Finish Box Office Run As Lowest-Grossing MCU Movie Ever	Disney will cease reporting box office numbers for The Marvels after just four weekends, as the MCU movie limps towards the finish line.	https://www.slashfilm.com/1461809/marvels-box-office-lowest-grossing-mcu/	2023-12-04T18:00:49Z	We will be analyzing what went wrong here for years to come but let's be clear: there is nothing to celebrate. It's bad for movie theaters that were depending on this movie to help keep ticket sales … [+1563 chars]	Juan	Marvels	Box	Nolin	Marvels	Box					Marvels	Box
Biztoc.com	‘The Hunger Games: The Ballad Of Songbirds & Snakes’ Devours $99M Global Opening; ‘Trolls Band Together’ Tops $100M WW	Tom Blyth and Rachel Zegler in 'The Hunger Games: The Ballad of Songbirds & Snakes' Refresh for latest…: Lionsgate’s The Hunger Games: The Ballad of Songbirds & Snakes very (very) narrowly missed the $100M mark globally in its opening weekend, but it’s as nea…	https://biztoc.com/x/f40ddef6c4276c75	2023-11-19T17:34:11Z	Tom Blyth and Rachel Zegler in 'The Hunger Games: The Ballad of Songbirds &amp; Snakes'Refresh for latest: Lionsgates The Hunger Games: The Ballad of Songbirds &amp; Snakes very (very) narrowly misse… [+309 chars]	Juan	HG, Trolls	Box	Nolin	HG, Trolls	Box					HG, Trolls	Box
/FILM	The Marvels Musical Planet Scene Was Originally Longer, And Iman Vellani Loved It [Exclusive]	Iman Vellani loved filming the musical sequence on Aladna in The Marvels but was disappointed to see how much of it was left out of the theatrical cut.	https://www.slashfilm.com/1446867/the-marvels-musical-planet-scene-longer-iman-vellani-loved-it/	2023-11-14T22:00:55Z	When asked about the cut and/or reshot scenes for "The Marvels," Vellani was forthcoming, saying: "There's a longer version of the Aladna dance. I am a musical theater nerd, and I loved it. They sen… [+1523 chars]	Juan	Marvels	Plot	Nolin	Marvels	Plot	*				Marvels	Plot
/FILM	Why Director Ridley Scott Didn't Rely On Books To Research Napoleon's Story	Ridley Scott&amp;#39;s research for his latest movie, Napoleon, didn&amp;#39;t have him turning many pages.	https://www.slashfilm.com/1451846/ridley-scott-no-books-napoleon/	2023-11-23T04:45:00Z	David Scarpa ("All the Money in the World") penned the screenplay for the film, and it isn't based on any particular book that has been written about Napoleon over the years, which is often the jumpi… [+1477 chars]	Juan	Napoleon	Prod	Nolin	Napoleon	Prod					Napoleon	Prod
/FILM	The Marvels Composer On Going Through 'Marvel College' And Creating Music With 'Space Junk' [Exclusive Interview]	/Film sat down with Laura Karpman, the composer of The Marvels, to talk about finding the sound of the score, getting music out of &amp;#39;space junk,&amp;#39; and more.	https://www.slashfilm.com/1439957/the-marvels-composer-laura-karpman-exclusive-interview/	2023-11-09T18:00:00Z	So when those bigger questions were addressed, how did you go about building your sonic palette for the score? I would love to know more about the human voices, and of course, Evelyn Glennie, who I w… [+1948 chars]	Juan	Marvels	Prod	Nolin	Marvels	Promo			Marvels	Prod	Marvels	Prod
Bleacher Report	Kenny Omega on MJF's Title Run, Will Ospreay, the Evolution of AEW and More	If you asked a wrestling fan who they think of when you mention All Elite Wrestling, one of the most common responses is going to be Kenny Omega. The former…	https://bleacherreport.com/articles/10096981-kenny-omega-on-mjfs-title-run-will-ospreay-the-evolution-of-aew-and-more	2023-11-16T13:00:00Z	We always end our AEW interviews with a movie review to give wrestlers a chance to talk about something other than wrestling. When asked what he wanted to talk about, Omega chose the most recent ent… [+2900 chars]	Juan	NR		Nolin	NR						NR	
Deadline	New Regency’s ‘The Bikeriders’ Looking For A New Home	New Regency’s Jeff Nichols directed crime drama The Bikeriders is getting shopped to rival studios and streamers after the movie stepped off its Dec. 1 theatrical release date, Deadline has confirmed. New Regency has a deal at 20th Century Studios/Disney, whi…	https://deadline.com/2023/11/the-bikeriders-austin-butler-tom-hardy-movie-for-sale-1235630982/	2023-11-21T16:03:49Z	New Regency‘s Jeff Nichols directed crime drama The Bikeridersis getting shopped to rival studios and streamers after the movie stepped off its Dec. 1 theatrical release date, Deadline has confirmed.… [+2014 chars]	Juan	NM		Nolin	NM						NM	
/FILM	Napoleon Director Ridley Scott Explains That Strange Egypt Scene	In a new interview, director Ridley Scott talks about the Egypt scene from his historical epic Napoleon starring Joaquin Phoenix.	https://www.slashfilm.com/1447758/napoleon-director-ridley-scott-explains-egypt-scene/	2023-11-22T17:00:00Z	In July 1798, Napoleon led a campaign into Egypt and Syria as a means to conquer the region and, in the words of unreliable history textbooks, to establish trade and scientific exchange. It was Napol… [+1537 chars]	Juan	Napoleon	Plot	Nolin	Napoleon	Promo			Napoleon	Plot	Napoleon	Plot
Screen Rant	Godzilla Minus One Director Hopes His Blockbuster Will Be A Star Wars Launchpad	Godzilla Minus One director Takashi Yamazaki hopes his blockbuster will be a Star Wars launchpad, expressing interest in a future installment.	https://screenrant.com/godzilla-minus-one-director-star-wars-movie/	2023-12-04T14:43:49Z	Summary <ul><li>Godzilla Minus One director Takashi Yamazaki, hopes to direct a Star Wars film, inspired by his love for the franchise. </li><li> Yamazaki's successful reinvigoration of the Godzilla… [+2871 chars]	Juan	Godzilla	Promo	Nolin	Godzilla	Promo					Godzilla	Promo
Livejournal.com	‘Killers Of The Flower Moon’ wins best picture at NY Film Critics Circle awards	#KillersOfTheFlowerMoon was named best film of 2023 by the New York Film Critics Circle https://t.co/heEBVt9y9c pic.twitter.com/OJUnVPn9Kz — The Hollywood Reporter (@THR) November 30, 2023  The awards season continues with the first of MANY critics picks of…	https://ohnotheydidnt.livejournal.com/127336901.html	2023-11-30T21:18:41Z	#KillersOfTheFlowerMoon was named best film of 2023 by the New York Film Critics Circle https://t.co/heEBVt9y9cpic.twitter.com/OJUnVPn9Kz — The Hollywood Reporter (@THR) November 30, 2023 The award… [+765 chars]	Juan	KOTFM	Awards	Nolin	KOTFM	Awards					KOTFM	Awards
Livejournal.com	Leonardo DiCaprio was reportedly paid $40M for ‘KILLERS OF THE FLOWER MOON.’	Leonardo DiCaprio was reportedly paid $40M for ‘KILLERS OF THE FLOWER MOON.’(https://t.co/4qCXV4fOz3) pic.twitter.com/xOYiV1vxrO — Film Updates (@FilmUpdates) November 10, 2023 According to a report from Puck News, the 48-year-old A-lister took home $40 mill…	https://ohnotheydidnt.livejournal.com/127210413.html	2023-11-10T22:17:29Z	Leonardo DiCaprio was reportedly paid $40M for KILLERS OF THE FLOWER MOON. (https://t.co/4qCXV4fOz3) pic.twitter.com/xOYiV1vxrO — Film Updates (@FilmUpdates) November 10, 2023 According to a repor… [+237 chars]	Juan	KOTFM	NR	Nolin	KOTFM	Box	*		KOTFM	NR	KOTFM	NR
Livejournal.com	“Killers of the Flower Moon” takes best picture from National Board of Review, full list	“Killers of the Flower Moon” has been named best picture by the National Board of Review. https://t.co/lGnYRT2nqN pic.twitter.com/SjqDQLr2Gh — Variety (@Variety) December 6, 2023  The National Board of Review listed their best of films etc of 2023. List bel…	https://ohnotheydidnt.livejournal.com/127375888.html	2023-12-07T00:46:06Z	Killers of the Flower Moon has been named best picture by the National Board of Review. https://t.co/lGnYRT2nqNpic.twitter.com/SjqDQLr2Gh — Variety (@Variety) December 6, 2023 The National Board of… [+1662 chars]	Juan	KOTFM 	Awards	Nolin	KOTFM	Awards					KOTFM 	Awards
